Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Weather_Condition,Weather_Condition
53.1,86.0,30.21,10.0,54,54
30.9,54.0,30.35,10.0,54,54
54.0,33.0,24.5,75.0,9,9
50.0,89.0,29.83,10.0,9,9
62.0,87.0,28.82,10.0,9,9
55.4,67.0,29.82,9.0,51,51
28.0,85.0,30.28,3.0,86,86
21.0,81.0,28.46,10.0,5,5
70.0,78.0,29.78,4.0,17,17
61.0,81.0,30.06,10.0,5,5
31.0,94.0,29.0,7.0,9,9
75.0,94.0,29.9,10.0,9,9
63.0,97.0,29.57,10.0,5,5
62.1,79.0,29.86,10.0,64,64
44.1,75.0,30.0,10.0,54,54
90.0,30.0,29.37,10.0,9,9
51.8,82.0,30.04,10.0,4,4
24.0,75.0,30.41,10.0,9,9
74.0,57.0,30.21,10.0,51,51
66.2,18.0,29.79,10.0,4,4
59.0,51.0,29.89,10.0,9,9
58.0,93.0,29.81,9.0,37,37
67.0,61.0,30.12,10.0,51,51
68.0,90.0,30.03,9.0,5,5
91.4,49.0,30.12,10.0,56,56
25.0,100.0,28.75,1.0,11,11
73.4,94.0,30.3,10.0,4,4
33.0,61.0,29.78,10.0,9,9
64.0,67.0,29.86,10.0,84,84
46.0,73.0,30.2,10.0,54,54
82.0,37.0,27.44,9.0,9,9
61.0,39.0,30.04,10.0,9,9
64.0,78.0,30.03,7.0,54,54
64.0,45.0,25.62,10.0,9,9
71.1,78.0,30.07,10.0,4,4
41.0,55.0,28.35,10.0,5,5
68.0,73.0,29.92,10.0,4,4
54.0,77.0,29.82,10.0,5,5
67.0,93.0,29.08,10.0,5,5
58.0,35.0,29.19,10.0,9,9
75.0,16.0,29.85,10.0,9,9
84.0,8.0,29.96,10.0,56,56
51.1,28.0,30.11,10.0,4,4
76.0,40.0,29.89,10.0,9,9
48.0,66.0,29.71,7.0,66,66
82.9,49.0,30.14,10.0,64,64
35.0,72.0,28.6,10.0,9,9
82.0,76.0,30.07,10.0,9,9
59.0,81.0,29.12,10.0,84,84
57.0,57.0,29.61,10.0,51,51
70.0,9.0,28.8,10.0,9,9
44.1,67.0,30.3,10.0,4,4
64.0,67.0,29.86,10.0,84,84
68.0,64.0,29.91,10.0,5,5
46.0,86.0,29.52,10.0,9,9
49.0,89.0,29.78,10.0,5,5
40.0,100.0,30.08,0.25,11,11
57.0,67.0,30.04,10.0,9,9
49.0,32.0,29.8,10.0,5,5
64.0,90.0,27.42,10.0,37,37
70.0,78.0,29.33,10.0,5,5
59.0,67.0,30.38,3.0,69,69
43.0,89.0,29.91,10.0,84,84
65.0,43.0,28.5,10.0,51,51
70.0,76.0,30.13,10.0,56,56
95.0,32.0,29.95,10.0,4,4
55.8,80.0,30.16,10.0,54,54
91.9,59.0,30.08,10.0,56,56
75.0,82.0,29.73,3.0,37,37
83.0,31.0,29.67,10.0,9,9
54.0,36.0,28.75,10.0,9,9
43.0,37.0,29.86,10.0,9,9
44.1,55.0,30.44,10.0,4,4
49.0,97.0,28.83,5.0,59,59
78.0,62.0,29.2,10.0,51,51
91.0,43.0,29.82,10.0,9,9
41.0,53.0,30.31,10.0,9,9
77.0,96.0,29.88,10.0,51,51
77.0,46.0,29.54,10.0,9,9
54.0,90.0,29.23,10.0,51,51
30.9,92.0,29.85,7.0,64,64
84.0,69.0,30.06,10.0,51,51
50.0,25.0,24.97,10.0,9,9
84.0,58.0,29.01,10.0,56,56
78.0,56.0,28.93,10.0,9,9
61.0,44.0,30.23,10.0,5,5
82.4,84.0,29.98,8.0,4,4
57.0,96.0,30.17,1.0,29,29
84.0,79.0,30.18,10.0,64,64
16.0,71.0,28.93,10.0,5,5
81.0,77.0,29.27,10.0,56,56
74.0,93.0,29.89,0.75,20,20
72.0,50.0,29.87,10.0,9,9
62.6,34.0,30.13,10.0,4,4
45.0,68.0,29.69,10.0,9,9
64.0,67.0,29.86,10.0,84,84
71.1,93.0,30.01,10.0,51,51
48.0,100.0,29.03,10.0,5,5
76.0,23.0,29.18,10.0,9,9
47.0,54.0,28.96,10.0,9,9
80.0,28.0,29.34,10.0,9,9
79.0,66.0,29.92,10.0,51,51
47.0,93.0,28.83,1.0,37,37
87.0,28.0,28.54,10.0,9,9
54.0,83.0,29.15,10.0,5,5
63.0,56.0,29.43,10.0,5,5
89.0,50.0,28.94,10.0,9,9
57.0,37.0,30.33,10.0,9,9
73.0,87.0,29.73,10.0,51,51
26.0,51.0,29.14,10.0,9,9
89.0,36.0,29.32,10.0,9,9
32.0,69.0,29.89,10.0,9,9
68.0,68.0,29.88,10.0,51,51
64.0,87.0,29.69,9.0,9,9
63.0,76.0,28.68,10.0,9,9
63.0,54.0,29.96,10.0,64,64
33.0,64.0,29.36,10.0,5,5
31.0,82.0,29.49,9.0,44,44
61.0,34.0,30.14,10.0,64,64
72.0,22.0,28.82,10.0,9,9
68.0,76.0,29.92,10.0,56,56
34.0,44.0,30.01,10.0,64,64
80.1,60.0,30.08,10.0,64,64
66.9,73.0,30.04,10.0,4,4
61.0,25.0,29.4,10.0,56,56
39.0,100.0,30.14,0.25,11,11
88.0,58.0,30.13,10.0,9,9
35.0,92.0,28.72,10.0,37,37
44.0,85.0,29.49,7.0,5,5
74.0,87.0,30.02,4.0,37,37
77.0,96.0,29.56,10.0,5,5
59.0,32.0,29.82,10.0,9,9
55.9,62.0,29.97,10.0,4,4
-1.0,66.0,28.22,2.0,45,45
72.0,59.0,29.9,10.0,9,9
73.0,96.0,29.62,7.0,9,9
68.0,56.0,29.16,10.0,5,5
70.0,87.0,29.88,6.0,5,5
85.0,63.0,29.18,10.0,9,9
73.0,90.0,29.41,10.0,5,5
41.0,79.0,30.14,10.0,9,9
57.0,89.0,28.61,10.0,37,37
73.9,57.0,29.97,10.0,51,51
50.0,92.0,29.89,10.0,5,5
39.9,40.0,30.19,10.0,4,4
32.0,99.0,29.41,5.0,86,86
92.0,50.0,29.82,10.0,9,9
81.0,42.0,28.7,3.0,17,17
59.0,28.0,29.27,10.0,9,9
71.0,22.0,29.63,10.0,9,9
64.0,67.0,29.86,10.0,84,84
53.1,80.0,30.1,10.0,54,54
28.0,85.0,29.82,10.0,9,9
82.0,82.0,29.71,10.0,51,51
66.0,60.0,30.09,10.0,4,4
60.0,51.0,29.63,10.0,51,51
48.0,67.0,28.51,3.0,59,59
66.0,29.0,29.89,10.0,4,4
34.0,92.0,27.37,3.0,44,44
68.0,84.0,29.27,7.0,51,51
60.1,64.0,29.96,10.0,4,4
41.0,76.0,30.17,10.0,37,37
41.0,89.0,28.66,3.0,21,21
71.1,63.0,30.25,10.0,56,56
73.0,57.0,30.04,10.0,51,51
75.0,11.0,27.48,10.0,9,9
28.0,100.0,28.5,2.0,11,11
71.0,81.0,29.92,10.0,5,5
27.0,100.0,29.3,7.0,9,9
98.0,37.0,29.26,10.0,9,9
53.6,47.0,29.99,30.0,54,54
79.0,82.0,29.89,10.0,51,51
61.0,58.0,29.8,10.0,56,56
74.0,45.0,29.71,10.0,9,9
54.0,62.0,30.2,10.0,4,4
70.0,94.0,28.91,5.0,59,59
60.1,78.0,29.89,10.0,4,4
32.0,93.0,24.11,10.0,5,5
57.0,47.0,29.31,10.0,9,9
77.0,82.0,29.94,10.0,51,51
39.0,87.0,30.11,10.0,9,9
46.0,66.0,29.43,10.0,5,5
74.0,71.0,29.57,10.0,5,5
78.0,45.0,29.85,10.0,9,9
55.4,77.0,29.83,10.0,51,51
55.4,82.0,30.01,7.0,4,4
77.0,89.0,29.89,10.0,4,4
46.9,42.0,30.22,10.0,4,4
59.0,25.0,27.2,10.0,9,9
21.9,85.0,30.21,1.0,44,44
26.6,86.0,30.17,2.5,44,44
61.0,72.0,28.81,10.0,51,51
58.0,81.0,30.07,3.0,17,17
47.0,71.0,29.58,10.0,5,5
77.0,66.0,29.95,10.0,51,51
26.0,92.0,29.45,1.0,44,44
45.0,100.0,29.39,3.0,59,59
68.0,83.0,30.16,10.0,51,51
78.0,81.0,29.82,4.0,37,37
46.0,47.0,30.39,10.0,4,4
57.4,32.0,29.94,10.0,4,4
63.3,99.0,30.16,4.0,51,51
67.0,47.0,29.08,10.0,9,9
68.0,76.0,29.79,6.0,17,17
90.0,40.0,27.16,10.0,78,78
42.0,47.0,28.93,10.0,51,51
75.0,43.0,29.94,10.0,84,84
72.0,13.0,28.34,10.0,9,9
34.0,89.0,29.25,3.0,44,44
37.0,39.0,30.28,10.0,4,4
65.0,78.0,29.9,8.0,5,5
55.0,100.0,29.17,10.0,59,59
51.0,54.0,29.12,10.0,5,5
47.0,93.0,29.57,10.0,9,9
50.0,62.0,30.05,10.0,51,51
57.9,72.0,30.27,10.0,64,64
56.0,72.0,29.01,10.0,51,51
67.0,54.0,29.43,8.0,9,9
78.0,74.0,28.71,10.0,9,9
75.0,29.0,27.35,10.0,84,84
50.0,83.0,29.06,9.0,37,37
19.0,54.0,28.88,10.0,5,5
48.0,80.0,28.36,10.0,9,9
79.0,78.0,29.15,10.0,51,51
35.0,61.0,25.48,10.0,5,5
103.1,20.0,29.82,10.0,56,56
64.0,67.0,29.94,10.0,56,56
72.0,60.0,29.05,10.0,56,56
73.0,57.0,29.92,10.0,56,56
50.0,94.0,26.66,10.0,39,39
64.0,65.0,29.89,10.0,51,51
79.0,56.0,30.13,10.0,64,64
68.0,100.0,28.72,1.0,11,11
62.0,90.0,29.8,10.0,5,5
63.0,88.0,29.77,10.0,56,56
43.0,82.0,29.19,10.0,9,9
51.0,96.0,29.66,0.5,11,11
80.0,56.0,30.22,10.0,52,52
73.9,79.0,29.96,10.0,4,4
64.0,67.0,29.86,10.0,84,84
73.0,100.0,29.89,6.0,5,5
42.1,82.0,29.82,10.0,51,51
28.4,74.0,30.47,10.0,4,4
24.0,51.0,29.58,10.0,9,9
61.0,67.0,29.67,10.0,56,56
76.0,94.0,30.07,10.0,9,9
48.0,74.0,29.93,10.0,4,4
40.0,89.0,30.27,1.0,11,11
36.0,59.0,29.32,10.0,9,9
91.4,11.0,29.88,10.0,4,4
73.4,31.0,30.38,25.0,64,64
62.6,30.0,29.92,10.0,4,4
42.0,38.0,29.22,10.0,9,9
71.1,51.0,30.22,10.0,54,54
46.0,93.0,29.48,2.0,11,11
86.0,17.0,29.86,10.0,4,4
63.0,46.0,29.38,10.0,56,56
83.0,55.0,29.19,10.0,9,9
80.0,85.0,29.96,10.0,9,9
84.0,69.0,30.07,10.0,4,4
42.1,96.0,30.25,4.0,37,37
65.0,81.0,29.16,10.0,9,9
48.0,52.0,29.81,10.0,9,9
59.0,94.0,29.98,9.0,37,37
55.0,62.0,29.82,9.0,9,9
90.0,52.0,29.9,10.0,9,9
80.0,60.0,29.85,10.0,9,9
59.0,63.0,30.22,10.0,51,51
14.0,84.0,25.62,0.75,44,44
57.0,47.0,30.17,10.0,9,9
72.0,100.0,30.0,10.0,56,56
73.9,85.0,30.02,10.0,54,54
54.0,100.0,29.42,4.0,59,59
68.0,100.0,29.29,3.0,37,37
42.0,70.0,29.98,10.0,9,9
77.0,71.0,30.16,10.0,9,9
76.0,91.0,28.81,10.0,56,56
53.0,89.0,29.7,10.0,9,9
38.0,93.0,30.1,2.0,59,59
61.0,97.0,29.92,1.8,37,37
91.0,46.0,29.69,10.0,9,9
70.0,41.0,30.23,10.0,4,4
45.0,100.0,30.19,10.0,9,9
95.0,22.0,29.66,10.0,9,9
71.0,57.0,29.72,8.0,9,9
54.0,55.0,29.42,10.0,9,9
77.0,48.0,30.17,10.0,4,4
49.0,77.0,28.99,10.0,9,9
84.0,38.0,29.4,10.0,51,51
79.0,54.0,29.98,10.0,51,51
84.0,30.0,29.74,20.0,9,9
67.0,61.0,29.82,10.0,9,9
30.0,80.0,30.49,10.0,9,9
62.0,72.0,29.71,10.0,37,37
27.0,43.0,30.1,10.0,5,5
50.0,71.0,29.0,10.0,51,51
62.0,25.0,28.69,10.0,56,56
36.0,81.0,29.48,15.0,9,9
86.0,66.0,29.91,7.0,56,56
84.0,67.0,30.04,10.0,9,9
54.0,97.0,29.0,4.0,37,37
65.0,54.0,29.99,10.0,9,9
81.0,77.0,30.03,10.0,51,51
75.0,44.0,30.06,10.0,56,56
4.0,76.0,23.89,1.0,17,17
22.0,40.0,30.53,10.0,51,51
73.0,83.0,29.74,10.0,66,66
72.0,93.0,30.02,10.0,5,5
73.0,87.0,29.14,10.0,78,78
37.0,86.0,30.35,9.0,4,4
33.0,93.0,29.85,4.0,5,5
76.0,91.0,29.86,10.0,51,51
60.1,78.0,30.01,10.0,54,54
79.0,50.0,29.7,10.0,9,9
82.0,76.0,30.01,10.0,9,9
52.0,83.0,29.84,10.0,9,9
88.0,40.0,29.15,10.0,9,9
87.0,65.0,29.71,10.0,81,81
57.2,59.0,30.01,10.0,4,4
80.6,74.0,29.84,10.0,51,51
94.0,31.0,28.94,10.0,9,9
64.0,50.0,30.0,10.0,9,9
73.0,55.0,30.02,10.0,54,54
28.0,33.0,30.04,10.0,64,64
78.0,54.0,28.76,10.0,51,51
57.0,74.0,29.71,10.0,9,9
68.0,81.0,30.0,6.0,59,59
51.0,46.0,23.17,10.0,10,10
82.0,55.0,28.89,7.0,51,51
65.0,81.0,29.72,10.0,9,9
74.0,32.0,29.77,10.0,51,51
91.0,53.0,30.03,10.0,4,4
55.0,54.0,29.42,10.0,5,5
70.0,94.0,29.91,10.0,56,56
64.0,67.0,29.86,10.0,84,84
71.1,41.0,30.32,10.0,56,56
62.0,86.0,29.96,5.0,9,9
43.0,93.0,29.63,9.0,37,37
73.4,53.0,29.88,10.0,4,4
60.0,49.0,29.87,10.0,10,10
78.1,56.0,29.93,5.0,17,17
90.0,61.0,30.09,10.0,9,9
77.0,94.0,29.96,10.0,51,51
70.0,32.0,29.48,10.0,9,9
70.0,51.0,29.96,10.0,4,4
67.0,59.0,29.85,10.0,9,9
55.0,67.0,29.41,10.0,5,5
86.0,14.0,27.21,10.0,9,9
64.0,56.0,29.86,10.0,9,9
73.0,76.0,29.95,10.0,56,56
59.0,35.0,29.55,10.0,9,9
91.0,48.0,29.94,10.0,51,51
75.2,83.0,30.09,9.0,54,54
55.0,47.0,29.19,10.0,9,9
69.0,93.0,29.84,10.0,37,37
57.0,83.0,30.11,10.0,9,9
41.0,70.0,29.69,10.0,9,9
87.1,48.0,29.89,10.0,51,51
65.0,68.0,29.79,3.0,17,17
74.0,29.0,29.2,10.0,9,9
62.6,94.0,30.02,5.0,54,54
44.0,37.0,29.82,10.0,56,56
67.0,52.0,29.12,10.0,9,9
62.0,7.0,28.89,10.0,9,9
70.0,100.0,28.84,7.0,51,51
69.1,53.0,29.96,10.0,4,4
90.0,48.0,30.03,10.0,64,64
43.0,100.0,29.97,10.0,37,37
56.0,90.0,29.88,3.0,5,5
10.4,67.0,30.14,10.0,4,4
34.0,46.0,30.5,10.0,54,54
71.0,53.0,29.18,9.0,9,9
42.8,36.0,29.98,10.0,84,84
70.0,63.0,30.04,10.0,51,51
56.0,93.0,29.82,9.0,24,24
75.0,72.0,29.17,10.0,5,5
39.0,45.0,28.98,10.0,9,9
41.0,67.0,29.81,10.0,56,56
80.0,74.0,29.66,10.0,9,9
89.0,52.0,29.73,10.0,9,9
59.0,81.0,29.76,10.0,51,51
84.0,53.0,29.98,10.0,56,56
50.0,68.0,30.29,10.0,64,64
77.0,64.0,30.01,10.0,56,56
77.0,60.0,29.87,10.0,56,56
64.0,78.0,30.09,10.0,9,9
32.0,82.0,29.39,2.0,44,44
78.8,23.0,29.72,10.0,4,4
64.6,31.0,30.19,10.0,4,4
75.0,87.0,30.12,10.0,5,5
81.0,72.0,29.81,10.0,9,9
78.0,54.0,29.33,10.0,51,51
55.4,88.0,30.06,10.0,4,4
55.4,88.0,29.96,10.0,64,64
70.0,81.0,29.87,10.0,64,64
38.1,61.0,30.2,10.0,4,4
62.0,62.0,29.23,10.0,51,51
67.0,97.0,30.13,10.0,9,9
33.8,70.0,29.98,10.0,4,4
82.0,47.0,29.61,10.0,9,9
65.8,100.0,30.22,10.0,51,51
42.0,35.0,29.72,10.0,9,9
81.0,68.0,29.92,10.0,51,51
104.0,10.0,29.65,10.0,9,9
60.0,36.0,29.87,10.0,9,9
88.0,61.0,29.72,10.0,9,9
52.0,63.0,29.64,10.0,51,51
81.0,28.0,23.03,10.0,56,56
63.0,67.0,29.95,10.0,9,9
77.0,19.0,28.65,10.0,9,9
70.0,94.0,29.86,2.0,37,37
63.0,56.0,29.96,10.0,56,56
65.0,90.0,29.85,2.0,37,37
-9.0,68.0,29.28,4.0,17,17
53.1,100.0,29.67,4.0,37,37
59.0,90.0,29.99,10.0,54,54
53.0,61.0,29.57,10.0,9,9
64.0,67.0,29.86,10.0,84,84
67.0,40.0,29.63,10.0,9,9
61.0,26.0,29.86,10.0,9,9
73.0,93.0,30.02,1.8,37,37
62.1,65.0,30.06,10.0,54,54
52.0,35.0,29.85,10.0,9,9
50.0,77.0,29.32,4.0,37,37
72.0,68.0,30.18,10.0,5,5
82.0,88.0,29.88,10.0,37,37
36.0,100.0,29.94,1.0,59,59
77.0,58.0,29.88,10.0,57,57
49.0,97.0,29.58,10.0,5,5
84.9,65.0,29.97,10.0,56,56
33.0,58.0,30.11,10.0,5,5
51.0,96.0,29.96,2.0,11,11
50.0,41.0,29.87,10.0,9,9
42.1,79.0,30.09,10.0,4,4
55.0,86.0,29.94,6.0,5,5
63.0,87.0,30.01,5.0,37,37
48.0,89.0,29.62,8.0,37,37
54.0,26.0,24.35,10.0,51,51
69.0,26.0,27.26,10.0,9,9
64.0,94.0,29.01,7.0,9,9
70.0,53.0,28.5,10.0,9,9
59.0,29.0,29.04,10.0,9,9
70.0,61.0,30.05,10.0,9,9
30.0,86.0,26.19,1.0,44,44
86.0,16.0,30.01,10.0,51,51
81.0,79.0,30.0,10.0,9,9
38.0,51.0,30.11,10.0,10,10
72.0,55.0,30.11,9.0,9,9
10.4,92.0,30.28,10.0,4,4
64.0,45.0,29.96,10.0,9,9
69.0,70.0,29.8,10.0,9,9
34.0,93.0,24.85,10.0,5,5
75.0,29.0,29.46,10.0,9,9
30.0,93.0,29.01,4.0,7,7
72.0,15.0,29.73,10.0,9,9
74.0,91.0,29.68,9.0,37,37
62.0,48.0,28.89,10.0,51,51
72.0,51.0,29.89,10.0,9,9
28.4,40.0,30.2,10.0,4,4
73.9,87.0,30.34,10.0,4,4
57.0,96.0,29.33,4.0,5,5
64.0,67.0,29.86,10.0,84,84
70.0,46.0,30.11,10.0,56,56
70.0,65.0,29.88,10.0,51,51
91.0,33.0,29.75,10.0,9,9
45.0,68.0,30.17,10.0,4,4
79.0,56.0,28.35,10.0,5,5
41.0,93.0,27.88,10.0,9,9
70.0,84.0,30.19,10.0,64,64
77.0,90.0,29.77,10.0,5,5
61.0,72.0,30.0,10.0,4,4
55.4,96.0,30.06,0.8,49,49
44.6,49.0,30.24,10.0,4,4
47.0,93.0,29.58,0.12,11,11
59.0,82.0,29.81,10.0,51,51
84.0,44.0,29.64,10.0,84,84
60.8,52.0,30.18,10.0,64,64
75.0,38.0,29.79,10.0,56,56
57.9,90.0,30.23,10.0,4,4
70.0,55.0,30.02,10.0,4,4
65.0,81.0,29.87,10.0,5,5
43.0,86.0,28.74,5.0,37,37
77.0,61.0,30.16,10.0,51,51
56.0,72.0,30.06,5.0,9,9
73.9,20.0,29.91,10.0,56,56
76.0,76.0,29.89,9.0,5,5
67.0,27.0,28.7,10.0,9,9
68.0,83.0,29.37,10.0,51,51
68.0,27.0,29.9,10.0,9,9
34.0,46.0,24.21,10.0,9,9
60.0,30.0,28.8,10.0,9,9
80.6,74.0,30.03,10.0,56,56
78.0,76.0,30.02,10.0,9,9
51.0,48.0,29.2,10.0,5,5
57.9,51.0,30.16,10.0,4,4
55.0,77.0,30.11,10.0,5,5
55.4,47.0,30.01,10.0,4,4
38.0,53.0,30.13,10.0,9,9
49.0,80.0,29.84,3.0,59,59
43.0,97.0,30.21,10.0,5,5
56.0,93.0,29.54,4.0,9,9
54.0,62.0,30.19,10.0,9,9
32.0,88.0,29.3,3.0,5,5
84.0,18.0,28.86,10.0,9,9
73.9,87.0,29.93,10.0,54,54
77.0,78.0,29.22,10.0,9,9
54.0,51.0,30.22,10.0,51,51
60.0,75.0,29.47,10.0,5,5
37.9,76.0,30.38,10.0,54,54
28.4,29.0,29.93,50.0,56,56
55.0,86.0,30.0,8.0,51,51
86.0,36.0,29.13,10.0,9,9
39.0,53.0,29.55,10.0,51,51
64.0,67.0,29.86,10.0,84,84
71.6,53.0,30.08,10.0,64,64
98.0,13.0,25.51,10.0,51,51
32.0,60.0,29.89,10.0,9,9
86.0,24.0,29.77,10.0,9,9
71.0,93.0,29.92,10.0,9,9
57.9,58.0,30.4,10.0,4,4
75.0,76.0,30.03,10.0,51,51
81.0,47.0,30.08,10.0,51,51
93.0,41.0,29.08,10.0,9,9
64.0,48.0,28.97,10.0,9,9
70.0,33.0,29.35,10.0,5,5
32.0,75.0,29.51,10.0,56,56
37.0,100.0,29.04,10.0,51,51
83.0,74.0,29.46,9.0,51,51
52.0,61.0,29.74,10.0,9,9
55.0,19.0,30.28,10.0,9,9
95.0,22.0,26.14,10.0,51,51
60.0,83.0,29.95,10.0,5,5
72.0,60.0,29.94,10.0,9,9
44.0,60.0,29.8,10.0,51,51
68.0,83.0,29.25,7.0,59,59
73.0,19.0,29.97,10.0,4,4
50.0,86.0,29.06,10.0,9,9
47.0,77.0,29.57,10.0,51,51
30.0,49.0,29.04,10.0,9,9
46.0,71.0,30.25,10.0,9,9
63.0,52.0,29.06,10.0,9,9
30.0,79.0,28.9,10.0,9,9
50.0,96.0,29.12,4.0,5,5
49.0,97.0,29.79,3.0,20,20
56.0,69.0,29.55,10.0,56,56
77.0,64.0,29.88,10.0,9,9
26.0,88.0,25.2,3.0,44,44
55.9,80.0,29.86,10.0,4,4
51.0,56.0,27.23,10.0,10,10
71.1,51.0,30.02,10.0,4,4
85.0,49.0,29.96,10.0,51,51
95.0,39.0,29.3,10.0,9,9
66.0,73.0,29.86,9.0,5,5
57.0,36.0,25.95,10.0,56,56
70.0,49.0,30.04,10.0,4,4
54.0,15.0,24.15,10.0,9,9
82.9,74.0,30.05,10.0,4,4
74.0,21.0,30.16,10.0,9,9
75.0,60.0,30.03,10.0,56,56
53.0,86.0,29.43,10.0,5,5
67.0,47.0,29.83,10.0,9,9
72.0,87.0,29.94,4.0,5,5
63.0,84.0,29.33,10.0,5,5
73.9,97.0,29.96,9.0,37,37
73.9,97.0,30.01,10.0,83,83
49.0,99.0,28.65,3.0,7,7
64.0,73.0,29.73,10.0,9,9
40.0,53.0,28.92,10.0,10,10
45.0,97.0,30.23,0.5,11,11
41.0,70.0,28.62,10.0,9,9
57.0,83.0,29.84,10.0,4,4
77.0,14.0,28.41,10.0,5,5
83.0,49.0,29.54,10.0,56,56
45.0,90.0,30.21,10.0,4,4
62.0,93.0,30.0,6.0,5,5
61.0,72.0,29.69,10.0,9,9
61.0,77.0,29.07,10.0,81,81
69.0,73.0,29.99,10.0,9,9
73.0,22.0,27.35,10.0,9,9
53.1,64.0,29.94,10.0,54,54
81.0,30.0,30.11,10.0,9,9
71.0,51.0,30.19,10.0,51,51
52.0,54.0,29.88,10.0,64,64
70.0,92.0,28.38,10.0,51,51
69.1,47.0,29.93,10.0,56,56
72.0,81.0,29.59,10.0,81,81
67.0,81.0,29.8,10.0,5,5
73.0,48.0,25.88,10.0,69,69
55.9,72.0,30.04,10.0,51,51
68.0,59.0,29.71,10.0,56,56
29.0,85.0,27.18,9.0,5,5
29.0,36.0,30.44,10.0,9,9
71.1,53.0,29.9,10.0,51,51
71.1,87.0,29.99,10.0,54,54
73.9,37.0,29.74,10.0,64,64
54.0,45.0,29.24,10.0,5,5
76.0,82.0,29.21,10.0,5,5
81.0,56.0,30.07,10.0,56,56
64.9,84.0,30.14,10.0,51,51
78.1,56.0,29.99,10.0,51,51
75.0,43.0,29.47,5.0,5,5
54.0,100.0,29.92,0.0,11,11
66.2,94.0,29.83,4.0,59,59
59.0,35.0,29.55,10.0,9,9
25.0,85.0,29.72,5.0,5,5
70.3,49.0,29.97,10.0,56,56
59.0,28.0,30.04,10.0,9,9
62.1,62.0,30.0,10.0,56,56
77.0,60.0,29.9,10.0,4,4
70.0,64.0,28.85,10.0,9,9
82.0,82.0,30.03,10.0,9,9
55.9,77.0,30.11,10.0,4,4
57.0,62.0,29.99,10.0,9,9
81.0,18.0,28.45,10.0,9,9
80.1,69.0,29.8,10.0,4,4
44.1,100.0,29.98,4.0,59,59
88.0,49.0,29.18,10.0,9,9
85.0,36.0,29.3,10.0,51,51
93.0,12.0,28.77,10.0,9,9
82.9,37.0,30.04,10.0,4,4
47.0,56.0,29.53,10.0,5,5
61.0,75.0,29.86,10.0,5,5
76.0,70.0,29.99,8.0,9,9
36.0,59.0,29.79,10.0,4,4
53.0,93.0,29.3,0.25,11,11
53.0,77.0,30.1,10.0,9,9
87.8,49.0,29.99,10.0,64,64
35.0,58.0,29.73,10.0,9,9
73.0,84.0,30.02,10.0,5,5
51.0,92.0,29.53,4.0,37,37
57.0,25.0,29.69,10.0,9,9
41.0,81.0,30.04,10.0,54,54
74.0,57.0,29.72,10.0,9,9
67.0,87.0,29.69,10.0,9,9
60.0,83.0,29.84,10.0,51,51
60.0,49.0,25.31,10.0,6,6
37.0,41.0,24.54,10.0,9,9
86.0,43.0,29.68,10.0,9,9
63.1,96.0,30.26,8.0,54,54
45.0,97.0,28.72,2.0,37,37
58.0,79.0,28.86,10.0,9,9
86.0,70.0,30.12,10.0,78,78
33.0,52.0,29.58,10.0,51,51
21.0,55.0,29.32,10.0,3,3
73.0,59.0,29.86,10.0,9,9
49.0,69.0,29.8,10.0,9,9
29.0,82.0,26.12,10.0,9,9
65.0,93.0,29.21,2.0,11,11
73.0,34.0,29.86,10.0,9,9
45.0,76.0,29.25,10.0,5,5
32.0,86.0,28.71,10.0,9,9
43.0,89.0,30.28,10.0,37,37
61.0,97.0,29.25,10.0,5,5
17.0,88.0,28.15,1.0,44,44
-4.0,62.0,29.56,2.0,53,53
48.2,82.0,30.05,10.0,4,4
84.9,74.0,30.06,10.0,37,37
99.0,45.0,29.17,10.0,56,56
83.0,65.0,28.71,10.0,51,51
64.9,73.0,29.65,10.0,51,51
80.0,40.0,28.61,10.0,9,9
40.0,89.0,29.71,6.0,37,37
78.0,39.0,29.91,10.0,9,9
104.0,23.0,29.17,10.0,9,9
52.0,82.0,28.95,10.0,5,5
36.0,93.0,29.06,10.0,9,9
49.0,64.0,29.21,10.0,51,51
64.0,59.0,29.88,10.0,51,51
65.0,23.0,29.62,10.0,9,9
82.0,88.0,30.01,10.0,9,9
57.2,88.0,30.01,10.0,54,54
91.0,26.0,29.68,10.0,9,9
34.0,100.0,29.03,3.0,44,44
64.4,73.0,29.95,10.0,4,4
39.2,87.0,29.77,10.0,54,54
73.0,96.0,29.92,1.0,11,11
64.4,24.0,29.84,10.0,4,4
71.0,55.0,29.08,10.0,56,56
66.0,37.0,29.42,10.0,9,9
55.0,83.0,29.66,10.0,51,51
60.0,95.0,29.3,10.0,9,9
64.0,67.0,29.86,10.0,84,84
82.0,52.0,29.86,10.0,51,51
60.1,36.0,30.38,10.0,64,64
82.0,7.0,29.52,10.0,37,37
71.0,75.0,29.03,10.0,9,9
53.1,64.0,29.63,10.0,54,54
57.0,59.0,30.05,10.0,9,9
62.0,86.0,30.31,10.0,51,51
64.9,90.0,29.98,10.0,56,56
58.0,39.0,29.24,10.0,56,56
41.0,81.0,28.76,3.0,17,17
54.0,15.0,26.45,10.0,9,9
64.0,87.0,29.64,8.0,9,9
76.0,58.0,30.13,10.0,9,9
50.0,32.0,29.92,10.0,9,9
51.1,68.0,29.86,10.0,51,51
